Description,Part Number,Manufacturer,Cost Price,Trade Price,Sell Price (Tier 1 (Buy)),Group (Ignored for Updates),Subgroup 1 (Ignored for Updates),Search Terms,Notes
Invictus Orion 42 - Indian Summer (4 M),CA63331ASS-4941C,Associated Weavers,55.335,55.335,110.0,Carpet,Carpet,Associated Weavers Invictus Orion  42 - Indian Summer  4,Price per SQM: £33.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
Invictus Orion 42 - Indian Summer (5 M),CA63331ASS-ACDE6,Associated Weavers,69.16875,69.16875,137.5,Carpet,Carpet,Associated Weavers Invictus Orion  42 - Indian Summer  5,Price per SQM: £33.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
Invictus Orion 45 - Den (3 M),CA63331ASS-7A1C8,Associated Weavers,41.50125,41.50125,82.5,Carpet,Carpet,Associated Weavers Invictus Orion  45 - Den 3,Price per SQM: £33.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
Invictus Orion 45 - Den (4 M),CA63331ASS-1A8F1,Associated Weavers,55.335,55.335,110.0,Carpet,Carpet,Associated Weavers Invictus Orion  45 - Den  4,Price per SQM: £33.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
Invictus Orion 45 - Den (5 M),CA63331ASS-FA39B,Associated Weavers,69.16875,69.16875,137.5,Carpet,Carpet,Associated Weavers Invictus Orion  45 - Den  5,Price per SQM: £33.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
Invictus Orion 54 - Golden Honey (3 M),CA63331ASS-6A828,Associated Weavers,41.50125,41.50125,82.5,Carpet,Carpet,Associated Weavers Invictus Orion  54 - Golden Honey 3,Price per SQM: £33.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
Invictus Orion 54 - Golden Honey (4 M),CA63331ASS-486BC,Associated Weavers,55.335,55.335,110.0,Carpet,Carpet,Associated Weavers Invictus Orion  54 - Golden Honey  4,Price per SQM: £33.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
Invictus Orion 54 - Golden Honey (5 M),CA63331ASS-78744,Associated Weavers,69.16875,69.16875,137.5,Carpet,Carpet,Associated Weavers Invictus Orion  54 - Golden Honey  5,Price per SQM: £33.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
Invictus Orion 75 - Inchyra Blue (3 M),CA63331ASS-6462F,Associated Weavers,41.50125,41.50125,82.5,Carpet,Carpet,Associated Weavers Invictus Orion  75 - Inchyra Blue 3,Price per SQM: £33.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
Invictus Orion 75 - Inchyra Blue (4 M),CA63331ASS-511B0,Associated Weavers,55.335,55.335,110.0,Carpet,Carpet,Associated Weavers Invictus Orion  75 - Inchyra Blue  4,Price per SQM: £33.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
Invictus Orion 75 - Inchyra Blue (5 M),CA63331ASS-736AC,Associated Weavers,69.16875,69.16875,137.5,Carpet,Carpet,Associated Weavers Invictus Orion  75 - Inchyra Blue  5,Price per SQM: £33.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
Invictus Orion 90 - Silver Chalice (3 M),CA63331ASS-FF34E,Associated Weavers,41.50125,41.50125,82.5,Carpet,Carpet,Associated Weavers Invictus Orion  90 - Silver Chalice 3,Price per SQM: £33.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
Invictus Orion 90 - Silver Chalice (4 M),CA63331ASS-71F54,Associated Weavers,55.335,55.335,110.0,Carpet,Carpet,Associated Weavers Invictus Orion  90 - Silver Chalice  4,Price per SQM: £33.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
Invictus Orion 90 - Silver Chalice (5 M),CA63331ASS-CD284,Associated Weavers,69.16875,69.16875,137.5,Carpet,Carpet,Associated Weavers Invictus Orion  90 - Silver Chalice  5,Price per SQM: £33.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
Invictus Orion 91 - Lavastone (3 M),CA63331ASS-F9EFB,Associated Weavers,41.50125,41.50125,82.5,Carpet,Carpet,Associated Weavers Invictus Orion  91 - Lavastone 3,Price per SQM: £33.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
Invictus Orion 91 - Lavastone (4 M),CA63331ASS-73715,Associated Weavers,55.335,55.335,110.0,Carpet,Carpet,Associated Weavers Invictus Orion  91 - Lavastone  4,Price per SQM: £33.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
Invictus Orion 91 - Lavastone (5 M),CA63331ASS-B9421,Associated Weavers,69.16875,69.16875,137.5,Carpet,Carpet,Associated Weavers Invictus Orion  91 - Lavastone  5,Price per SQM: £33.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
Invictus Orion 92 - Ash Grey (3 M),CA63331ASS-7B2C7,Associated Weavers,41.50125,41.50125,82.5,Carpet,Carpet,Associated Weavers Invictus Orion  92 - Ash Grey 3,Price per SQM: £33.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
Invictus Orion 92 - Ash Grey (4 M),CA63331ASS-830FA,Associated Weavers,55.335,55.335,110.0,Carpet,Carpet,Associated Weavers Invictus Orion  92 - Ash Grey  4,Price per SQM: £33.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
Invictus Orion 92 - Ash Grey (5 M),CA63331ASS-5B08E,Associated Weavers,69.16875,69.16875,137.5,Carpet,Carpet,Associated Weavers Invictus Orion  92 - Ash Grey  5,Price per SQM: £33.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
Invictus Orion 93 - Elder Bark (3 M),CA63331ASS-0CBDD,Associated Weavers,41.50125,41.50125,82.5,Carpet,Carpet,Associated Weavers Invictus Orion  93 - Elder Bark 3,Price per SQM: £33.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
Invictus Orion 93 - Elder Bark (4 M),CA63331ASS-06CF2,Associated Weavers,55.335,55.335,110.0,Carpet,Carpet,Associated Weavers Invictus Orion  93 - Elder Bark  4,Price per SQM: £33.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
Invictus Orion 93 - Elder Bark (5 M),CA63331ASS-206CB,Associated Weavers,69.16875,69.16875,137.5,Carpet,Carpet,Associated Weavers Invictus Orion  93 - Elder Bark  5,Price per SQM: £33.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
Invictus Orion 95 - Roman Silver (3 M),CA63331ASS-2A071,Associated Weavers,41.50125,41.50125,82.5,Carpet,Carpet,Associated Weavers Invictus Orion  95 - Roman Silver 3,Price per SQM: £33.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
Invictus Orion 95 - Roman Silver (4 M),CA63331ASS-7CC43,Associated Weavers,55.335,55.335,110.0,Carpet,Carpet,Associated Weavers Invictus Orion  95 - Roman Silver  4,Price per SQM: £33.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
Invictus Orion 95 - Roman Silver (5 M),CA63331ASS-D1BD4,Associated Weavers,69.16875,69.16875,137.5,Carpet,Carpet,Associated Weavers Invictus Orion  95 - Roman Silver  5,Price per SQM: £33.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
Invictus Orion 96 - Grey Plank (3 M),CA63331ASS-4645E,Associated Weavers,41.50125,41.50125,82.5,Carpet,Carpet,Associated Weavers Invictus Orion  96 - Grey Plank 3,Price per SQM: £33.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
Invictus Orion 96 - Grey Plank (4 M),CA63331ASS-367AC,Associated Weavers,55.335,55.335,110.0,Carpet,Carpet,Associated Weavers Invictus Orion  96 - Grey Plank  4,Price per SQM: £33.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
Invictus Orion 96 - Grey Plank (5 M),CA63331ASS-088AF,Associated Weavers,69.16875,69.16875,137.5,Carpet,Carpet,Associated Weavers Invictus Orion  96 - Grey Plank  5,Price per SQM: £33.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
Invictus Septimus 03 - Washed Linen (3 M),CA74302ASS-7F758,Associated Weavers,34.4565,34.4565,70.0,Carpet,Carpet,Associated Weavers Invictus Septimus 03 - Washed Linen 3,Price per SQM: £28.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
Invictus Septimus 03 - Washed Linen (4 M),CA74302ASS-933D0,Associated Weavers,45.942,45.942,93.33333333333334,Carpet,Carpet,Associated Weavers Invictus Septimus 03 - Washed Linen  4,Price per SQM: £28.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
Invictus Septimus 03 - Washed Linen (5 M),CA74302ASS-85A82,Associated Weavers,57.4275,57.4275,116.66666666666669,Carpet,Carpet,Associated Weavers Invictus Septimus 03 - Washed Linen  5,Price per SQM: £28.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
Invictus Septimus 31 - Baking Day (3 M),CA74302ASS-1A47A,Associated Weavers,34.4565,34.4565,70.0,Carpet,Carpet,Associated Weavers Invictus Septimus  31 - Baking Day 3,Price per SQM: £28.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
Invictus Septimus 31 - Baking Day (4 M),CA74302ASS-2F18E,Associated Weavers,45.942,45.942,93.33333333333334,Carpet,Carpet,Associated Weavers Invictus Septimus  31 - Baking Day  4,Price per SQM: £28.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
Invictus Septimus 31 - Baking Day (5 M),CA74302ASS-A3651,Associated Weavers,57.4275,57.4275,116.66666666666669,Carpet,Carpet,Associated Weavers Invictus Septimus  31 - Baking Day  5,Price per SQM: £28.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
Invictus Septimus 33 - Stony Ground (3 M),CA74302ASS-BFDA5,Associated Weavers,34.4565,34.4565,70.0,Carpet,Carpet,Associated Weavers Invictus Septimus  33 - Stony Ground 3,Price per SQM: £28.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
Invictus Septimus 33 - Stony Ground (4 M),CA74302ASS-9511F,Associated Weavers,45.942,45.942,93.33333333333334,Carpet,Carpet,Associated Weavers Invictus Septimus  33 - Stony Ground  4,Price per SQM: £28.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
Invictus Septimus 33 - Stony Ground (5 M),CA74302ASS-93A72,Associated Weavers,57.4275,57.4275,116.66666666666669,Carpet,Carpet,Associated Weavers Invictus Septimus  33 - Stony Ground  5,Price per SQM: £28.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
Invictus Septimus 36 - High Line (3 M),CA74302ASS-DEDF0,Associated Weavers,34.4565,34.4565,70.0,Carpet,Carpet,Associated Weavers Invictus Septimus  36 - High Line 3,Price per SQM: £28.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
Invictus Septimus 36 - High Line (4 M),CA74302ASS-FDCD0,Associated Weavers,45.942,45.942,93.33333333333334,Carpet,Carpet,Associated Weavers Invictus Septimus  36 - High Line  4,Price per SQM: £28.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
Invictus Septimus 36 - High Line (5 M),CA74302ASS-0EE24,Associated Weavers,57.4275,57.4275,116.66666666666669,Carpet,Carpet,Associated Weavers Invictus Septimus  36 - High Line  5,Price per SQM: £28.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
Invictus Septimus 37 - Sandy Steps (3 M),CA74302ASS-9518C,Associated Weavers,34.4565,34.4565,70.0,Carpet,Carpet,Associated Weavers Invictus Septimus  37 - Sandy Steps 3,Price per SQM: £28.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
Invictus Septimus 37 - Sandy Steps (4 M),CA74302ASS-AD008,Associated Weavers,45.942,45.942,93.33333333333334,Carpet,Carpet,Associated Weavers Invictus Septimus  37 - Sandy Steps  4,Price per SQM: £28.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
Invictus Septimus 37 - Sandy Steps (5 M),CA74302ASS-B27DE,Associated Weavers,57.4275,57.4275,116.66666666666669,Carpet,Carpet,Associated Weavers Invictus Septimus  37 - Sandy Steps  5,Price per SQM: £28.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
Invictus Septimus 38 - Portland Stone (3 M),CA74302ASS-F79F0,Associated Weavers,34.4565,34.4565,70.0,Carpet,Carpet,Associated Weavers Invictus Septimus  38 - Portland Stone 3,Price per SQM: £28.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
Invictus Septimus 38 - Portland Stone (4 M),CA74302ASS-90A9B,Associated Weavers,45.942,45.942,93.33333333333334,Carpet,Carpet,Associated Weavers Invictus Septimus  38 - Portland Stone  4,Price per SQM: £28.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
Invictus Septimus 38 - Portland Stone (5 M),CA74302ASS-D2A3A,Associated Weavers,57.4275,57.4275,116.66666666666669,Carpet,Carpet,Associated Weavers Invictus Septimus  38 - Portland Stone  5,Price per SQM: £28.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
Invictus Septimus 39 - Perfect Taupe (3 M),CA74302ASS-30EDD,Associated Weavers,34.4565,34.4565,70.0,Carpet,Carpet,Associated Weavers Invictus Septimus  39 - Perfect Taupe 3,Price per SQM: £28.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
Invictus Septimus 39 - Perfect Taupe (4 M),CA74302ASS-AA632,Associated Weavers,45.942,45.942,93.33333333333334,Carpet,Carpet,Associated Weavers Invictus Septimus  39 - Perfect Taupe  4,Price per SQM: £28.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
Invictus Septimus 39 - Perfect Taupe (5 M),CA74302ASS-353A2,Associated Weavers,57.4275,57.4275,116.66666666666669,Carpet,Carpet,Associated Weavers Invictus Septimus  39 - Perfect Taupe  5,Price per SQM: £28.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
Invictus Septimus 40 - Pale Birch (3 M),CA74302ASS-6F7B0,Associated Weavers,34.4565,34.4565,70.0,Carpet,Carpet,Associated Weavers Invictus Septimus  40 - Pale Birch 3,Price per SQM: £28.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
Invictus Septimus 40 - Pale Birch (4 M),CA74302ASS-7E9EC,Associated Weavers,45.942,45.942,93.33333333333334,Carpet,Carpet,Associated Weavers Invictus Septimus  40 - Pale Birch  4,Price per SQM: £28.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
Invictus Septimus 40 - Pale Birch (5 M),CA74302ASS-FF8C1,Associated Weavers,57.4275,57.4275,116.66666666666669,Carpet,Carpet,Associated Weavers Invictus Septimus  40 - Pale Birch  5,Price per SQM: £28.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
Invictus Septimus 90 - Pale Graphite (3 M),CA74302ASS-E18CA,Associated Weavers,34.4565,34.4565,70.0,Carpet,Carpet,Associated Weavers Invictus Septimus  90 - Pale Graphite 3,Price per SQM: £28.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
Invictus Septimus 90 - Pale Graphite (4 M),CA74302ASS-3C17E,Associated Weavers,45.942,45.942,93.33333333333334,Carpet,Carpet,Associated Weavers Invictus Septimus  90 - Pale Graphite  4,Price per SQM: £28.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
Invictus Septimus 90 - Pale Graphite (5 M),CA74302ASS-0506B,Associated Weavers,57.4275,57.4275,116.66666666666669,Carpet,Carpet,Associated Weavers Invictus Septimus  90 - Pale Graphite  5,Price per SQM: £28.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
Invictus Septimus 91 - Grey Pearl (3 M),CA74302ASS-08397,Associated Weavers,34.4565,34.4565,70.0,Carpet,Carpet,Associated Weavers Invictus Septimus  91 - Grey Pearl 3,Price per SQM: £28.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
Invictus Septimus 91 - Grey Pearl (4 M),CA74302ASS-C0F7B,Associated Weavers,45.942,45.942,93.33333333333334,Carpet,Carpet,Associated Weavers Invictus Septimus  91 - Grey Pearl  4,Price per SQM: £28.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
Invictus Septimus 91 - Grey Pearl (5 M),CA74302ASS-951F2,Associated Weavers,57.4275,57.4275,116.66666666666669,Carpet,Carpet,Associated Weavers Invictus Septimus  91 - Grey Pearl  5,Price per SQM: £28.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
Invictus Septimus 92 - Soft Silver (3 M),CA74302ASS-0D298,Associated Weavers,34.4565,34.4565,70.0,Carpet,Carpet,Associated Weavers Invictus Septimus  92 - Soft Silver 3,Price per SQM: £28.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
Invictus Septimus 92 - Soft Silver (4 M),CA74302ASS-0C98D,Associated Weavers,45.942,45.942,93.33333333333334,Carpet,Carpet,Associated Weavers Invictus Septimus  92 - Soft Silver  4,Price per SQM: £28.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
Invictus Septimus 92 - Soft Silver (5 M),CA74302ASS-E2CA0,Associated Weavers,57.4275,57.4275,116.66666666666669,Carpet,Carpet,Associated Weavers Invictus Septimus  92 - Soft Silver  5,Price per SQM: £28.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
Invictus Septimus 94 - London Roof (3 M),CA74302ASS-22C8D,Associated Weavers,34.4565,34.4565,70.0,Carpet,Carpet,Associated Weavers Invictus Septimus  94 - London Roof 3,Price per SQM: £28.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
Invictus Septimus 94 - London Roof (4 M),CA74302ASS-0BACB,Associated Weavers,45.942,45.942,93.33333333333334,Carpet,Carpet,Associated Weavers Invictus Septimus  94 - London Roof  4,Price per SQM: £28.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
Invictus Septimus 94 - London Roof (5 M),CA74302ASS-71262,Associated Weavers,57.4275,57.4275,116.66666666666669,Carpet,Carpet,Associated Weavers Invictus Septimus  94 - London Roof  5,Price per SQM: £28.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
Invictus Septimus 95 - Iron Ore (3 M),CA74302ASS-B8E75,Associated Weavers,34.4565,34.4565,70.0,Carpet,Carpet,Associated Weavers Invictus Septimus  95 - Iron Ore 3,Price per SQM: £28.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
Invictus Septimus 95 - Iron Ore (4 M),CA74302ASS-D9B2E,Associated Weavers,45.942,45.942,93.33333333333334,Carpet,Carpet,Associated Weavers Invictus Septimus  95 - Iron Ore  4,Price per SQM: £28.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
Invictus Septimus 95 - Iron Ore (5 M),CA74302ASS-06D24,Associated Weavers,57.4275,57.4275,116.66666666666669,Carpet,Carpet,Associated Weavers Invictus Septimus  95 - Iron Ore  5,Price per SQM: £28.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
Invictus Septimus 96 - Smoke Grey (3 M),CA74302ASS-8A599,Associated Weavers,34.4565,34.4565,70.0,Carpet,Carpet,Associated Weavers Invictus Septimus  96 - Smoke Grey 3,Price per SQM: £28.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
Invictus Septimus 96 - Smoke Grey (4 M),CA74302ASS-9F3B3,Associated Weavers,45.942,45.942,93.33333333333334,Carpet,Carpet,Associated Weavers Invictus Septimus  96 - Smoke Grey  4,Price per SQM: £28.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
Invictus Septimus 96 - Smoke Grey (5 M),CA74302ASS-1DC1F,Associated Weavers,57.4275,57.4275,116.66666666666669,Carpet,Carpet,Associated Weavers Invictus Septimus  96 - Smoke Grey  5,Price per SQM: £28.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
Invictus Septimus 97 - Autumn Moore (3 M),CA74302ASS-B081D,Associated Weavers,34.4565,34.4565,70.0,Carpet,Carpet,Associated Weavers Invictus Septimus  97 - Autumn Moore 3,Price per SQM: £28.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
