Description,Part Number,Manufacturer,Cost Price,Trade Price,Sell Price (Tier 1 (Buy)),Group (Ignored for Updates),Subgroup 1 (Ignored for Updates),Search Terms,Notes
Spacia Woods (1220mm x 185mm) White Maple,RE32078AMT-17E78,Amtico,26.9,26.9,38.325,Vinyl,LVT,Amtico Spacia Woods (1220mm x 185mm)  White Maple,Price per SQM: £45.990 inc VAT; Locations: None
Spacia Woods (1220mm x 185mm) White Oak,RE32078AMT-A7DC4,Amtico,26.9,26.9,38.325,Vinyl,LVT,Amtico Spacia Woods (1220mm x 185mm)  White Oak,Price per SQM: £45.990 inc VAT; Locations: None
Spacia Woods (1220mm x 185mm) Worn Ash,RE32078AMT-87FD5,Amtico,26.9,26.9,38.325,Vinyl,LVT,Amtico Spacia Woods (1220mm x 185mm)  Worn Ash,Price per SQM: £45.990 inc VAT; Locations: None
Spacia Woods (1220mm x 185mm) Mirus Cotton,RE32078AMT-10242,Amtico,26.9,26.9,38.325,Vinyl,LVT,Amtico Spacia Woods (1220mm x 185mm)  Mirus Cotton,Price per SQM: £45.990 inc VAT; Locations: None
Spacia Woods (1220mm x 185mm) Mirus Feather,RE32078AMT-A1F47,Amtico,26.9,26.9,38.325,Vinyl,LVT,Amtico Spacia Woods (1220mm x 185mm)  Mirus Feather,Price per SQM: £45.990 inc VAT; Locations: None
Spacia Woods (1220mm x 185mm) Mirus Hemp,RE32078AMT-DA83E,Amtico,26.9,26.9,38.325,Vinyl,LVT,Amtico Spacia Woods (1220mm x 185mm)  Mirus Hemp,Price per SQM: £45.990 inc VAT; Locations: None
Spacia Heritage Oak Woods (1219mm x 184mm) Forge Oak,RE46104AMT-7E444,Amtico,26.9,26.9,38.325,Vinyl,LVT,Amtico Spacia Heritage Oak Woods (1219mm x 184mm) Forge Oak,Price per SQM: £45.990 inc VAT; Locations: None
Spacia Heritage Oak Woods (1219mm x 184mm) Granary Oak,RE46104AMT-8AE13,Amtico,26.9,26.9,38.325,Vinyl,LVT,Amtico Spacia Heritage Oak Woods (1219mm x 184mm)  Granary Oak,Price per SQM: £45.990 inc VAT; Locations: None
Spacia Heritage Oak Woods (1219mm x 184mm) Carriage Oak,RE46104AMT-0A0B8,Amtico,26.9,26.9,38.325,Vinyl,LVT,Amtico Spacia Heritage Oak Woods (1219mm x 184mm)  Carriage Oak,Price per SQM: £45.990 inc VAT; Locations: None
Spacia Heritage Oak Woods (1219mm x 184mm) Malthouse Oak,RE46104AMT-289C8,Amtico,26.9,26.9,38.325,Vinyl,LVT,Amtico Spacia Heritage Oak Woods (1219mm x 184mm)  Malthouse Oak,Price per SQM: £45.990 inc VAT; Locations: None
Spacia Parquet (229mm x 76mm) Mulled Oak,RE40555AMT-EEEB7,Amtico,26.9,26.9,38.325,Vinyl,LVT,Amtico Spacia Parquet (229mm x 76mm) Mulled Oak,Price per SQM: £45.990 inc VAT; Locations: None
Spacia Parquet (229mm x 76mm) Muted Oak,RE40555AMT-B95A4,Amtico,26.9,26.9,38.325,Vinyl,LVT,Amtico Spacia Parquet (229mm x 76mm)  Muted Oak,Price per SQM: £45.990 inc VAT; Locations: None
Spacia Parquet (229mm x 76mm) Powdered Oak,RE40555AMT-8C1DB,Amtico,26.9,26.9,38.325,Vinyl,LVT,Amtico Spacia Parquet (229mm x 76mm)  Powdered Oak,Price per SQM: £45.990 inc VAT; Locations: None
Spacia Parquet (229mm x 76mm) Iced Oak,RE40555AMT-EB54C,Amtico,26.9,26.9,38.325,Vinyl,LVT,Amtico Spacia Parquet (229mm x 76mm)  Iced Oak,Price per SQM: £45.990 inc VAT; Locations: None
Spacia Parquet (229mm x 76mm) Blackened Spa Wood,RE40555AMT-5E78C,Amtico,26.9,26.9,38.325,Vinyl,LVT,Amtico Spacia Parquet (229mm x 76mm)  Blackened Spa Wood,Price per SQM: £45.990 inc VAT; Locations: None
Spacia Parquet (229mm x 76mm) Coastal Pine,RE40555AMT-B6AAD,Amtico,26.9,26.9,38.325,Vinyl,LVT,Amtico Spacia Parquet (229mm x 76mm)  Coastal Pine,Price per SQM: £45.990 inc VAT; Locations: None
Spacia Parquet (229mm x 76mm) Noble Oak,RE40555AMT-C51A8,Amtico,26.9,26.9,38.325,Vinyl,LVT,Amtico Spacia Parquet (229mm x 76mm)  Noble Oak,Price per SQM: £45.990 inc VAT; Locations: None
Spacia Parquet (229mm x 76mm) Nordic Oak,RE40555AMT-B4CDD,Amtico,26.9,26.9,38.325,Vinyl,LVT,Amtico Spacia Parquet (229mm x 76mm)  Nordic Oak,Price per SQM: £45.990 inc VAT; Locations: None
Spacia Parquet (229mm x 76mm) White Ash,RE40555AMT-EA0E8,Amtico,26.9,26.9,38.325,Vinyl,LVT,Amtico Spacia Parquet (229mm x 76mm)  White Ash,Price per SQM: £45.990 inc VAT; Locations: None
Spacia Parquet (229mm x 76mm) Sun Bleached Oak,RE40555AMT-971ED,Amtico,26.9,26.9,38.325,Vinyl,LVT,Amtico Spacia Parquet (229mm x 76mm)  Sun Bleached Oak,Price per SQM: £45.990 inc VAT; Locations: None
Spacia Parquet (229mm x 76mm) Featured Oak,RE40555AMT-BDA4F,Amtico,26.9,26.9,38.325,Vinyl,LVT,Amtico Spacia Parquet (229mm x 76mm)  Featured Oak,Price per SQM: £45.990 inc VAT; Locations: None
Spacia Parquet (229mm x 76mm) Royal Oak,RE40555AMT-83463,Amtico,26.9,26.9,38.325,Vinyl,LVT,Amtico Spacia Parquet (229mm x 76mm)  Royal Oak,Price per SQM: £45.990 inc VAT; Locations: None
Spacia Parquet (229mm x 76mm) Black Walnut,RE40555AMT-0753F,Amtico,26.9,26.9,38.325,Vinyl,LVT,Amtico Spacia Parquet (229mm x 76mm)  Black Walnut,Price per SQM: £45.990 inc VAT; Locations: None
Spacia Parquet (229mm x 76mm) Pale Ash,RE40555AMT-5BA05,Amtico,26.9,26.9,38.325,Vinyl,LVT,Amtico Spacia Parquet (229mm x 76mm)  Pale Ash,Price per SQM: £45.990 inc VAT; Locations: None
Spacia Parquet (229mm x 76mm) Traditional Oak,RE40555AMT-4A1AF,Amtico,26.9,26.9,38.325,Vinyl,LVT,Amtico Spacia Parquet (229mm x 76mm)  Traditional Oak,Price per SQM: £45.990 inc VAT; Locations: None
Spacia Parquet (229mm x 76mm) Honey Oak,RE40555AMT-08B2E,Amtico,26.9,26.9,38.325,Vinyl,LVT,Amtico Spacia Parquet (229mm x 76mm)  Honey Oak,Price per SQM: £45.990 inc VAT; Locations: None
Spacia Parquet (457mm x 102mm) Mulled Oak,RE81384AMT-EEEB7,Amtico,26.9,26.9,38.325,Vinyl,LVT,Amtico Spacia Parquet (457mm x 102mm) Mulled Oak,Price per SQM: £45.990 inc VAT; Locations: None
Spacia Parquet (457mm x 102mm) Muted Oak,RE81384AMT-B95A4,Amtico,26.9,26.9,38.325,Vinyl,LVT,Amtico Spacia Parquet (457mm x 102mm)  Muted Oak,Price per SQM: £45.990 inc VAT; Locations: None
Spacia Parquet (457mm x 102mm) Powdered Oak,RE81384AMT-8C1DB,Amtico,26.9,26.9,38.325,Vinyl,LVT,Amtico Spacia Parquet (457mm x 102mm)  Powdered Oak,Price per SQM: £45.990 inc VAT; Locations: None
Spacia Parquet (457mm x 102mm) Iced Oak,RE81384AMT-EB54C,Amtico,26.9,26.9,38.325,Vinyl,LVT,Amtico Spacia Parquet (457mm x 102mm)  Iced Oak,Price per SQM: £45.990 inc VAT; Locations: None
Spacia Parquet (457mm x 102mm) Blackened Spa Wood,RE81384AMT-5E78C,Amtico,26.9,26.9,38.325,Vinyl,LVT,Amtico Spacia Parquet (457mm x 102mm)  Blackened Spa Wood,Price per SQM: £45.990 inc VAT; Locations: None
Spacia Parquet (457mm x 102mm) Coastal Pine,RE81384AMT-B6AAD,Amtico,26.9,26.9,38.325,Vinyl,LVT,Amtico Spacia Parquet (457mm x 102mm)  Coastal Pine,Price per SQM: £45.990 inc VAT; Locations: None
Spacia Parquet (457mm x 102mm) Noble Oak,RE81384AMT-C51A8,Amtico,26.9,26.9,38.325,Vinyl,LVT,Amtico Spacia Parquet (457mm x 102mm)  Noble Oak,Price per SQM: £45.990 inc VAT; Locations: None
Spacia Parquet (457mm x 102mm) Nordic Oak,RE81384AMT-B4CDD,Amtico,26.9,26.9,38.325,Vinyl,LVT,Amtico Spacia Parquet (457mm x 102mm)  Nordic Oak,Price per SQM: £45.990 inc VAT; Locations: None
Spacia Parquet (457mm x 102mm) White Ash,RE81384AMT-EA0E8,Amtico,26.9,26.9,38.325,Vinyl,LVT,Amtico Spacia Parquet (457mm x 102mm)  White Ash,Price per SQM: £45.990 inc VAT; Locations: None
Spacia Parquet (457mm x 102mm) Sun Bleached Oak,RE81384AMT-971ED,Amtico,26.9,26.9,38.325,Vinyl,LVT,Amtico Spacia Parquet (457mm x 102mm)  Sun Bleached Oak,Price per SQM: £45.990 inc VAT; Locations: None
Spacia Parquet (457mm x 102mm) Featured Oak,RE81384AMT-BDA4F,Amtico,26.9,26.9,38.325,Vinyl,LVT,Amtico Spacia Parquet (457mm x 102mm)  Featured Oak,Price per SQM: £45.990 inc VAT; Locations: None
Spacia Parquet (457mm x 102mm) Royal Oak,RE81384AMT-83463,Amtico,26.9,26.9,38.325,Vinyl,LVT,Amtico Spacia Parquet (457mm x 102mm)  Royal Oak,Price per SQM: £45.990 inc VAT; Locations: None
Spacia Parquet (457mm x 102mm) Black Walnut,RE81384AMT-0753F,Amtico,26.9,26.9,38.325,Vinyl,LVT,Amtico Spacia Parquet (457mm x 102mm)  Black Walnut,Price per SQM: £45.990 inc VAT; Locations: None
Spacia Parquet (457mm x 102mm) Pale Ash,RE81384AMT-5BA05,Amtico,26.9,26.9,38.325,Vinyl,LVT,Amtico Spacia Parquet (457mm x 102mm)  Pale Ash,Price per SQM: £45.990 inc VAT; Locations: None
Spacia Parquet (457mm x 102mm) Traditional Oak,RE81384AMT-4A1AF,Amtico,26.9,26.9,38.325,Vinyl,LVT,Amtico Spacia Parquet (457mm x 102mm)  Traditional Oak,Price per SQM: £45.990 inc VAT; Locations: None
Spacia Parquet (457mm x 102mm) Honey Oak,RE81384AMT-08B2E,Amtico,26.9,26.9,38.325,Vinyl,LVT,Amtico Spacia Parquet (457mm x 102mm)  Honey Oak,Price per SQM: £45.990 inc VAT; Locations: None
Spacia Boardwalk (1220mm x 185mm) Black Walnut,RE81575AMT-0753F,Amtico,26.9,26.9,38.325,Vinyl,LVT,Amtico Spacia Boardwalk (1220mm x 185mm) Black Walnut,Price per SQM: £45.990 inc VAT; Locations: None
Spacia Boardwalk (1220mm x 185mm) Blackened Spa Wood,RE81575AMT-5E78C,Amtico,26.9,26.9,38.325,Vinyl,LVT,Amtico Spacia Boardwalk (1220mm x 185mm)  Blackened Spa Wood,Price per SQM: £45.990 inc VAT; Locations: None
Spacia Boardwalk (1220mm x 185mm) Bleached Elm,RE81575AMT-FC9F2,Amtico,26.9,26.9,38.325,Vinyl,LVT,Amtico Spacia Boardwalk (1220mm x 185mm)  Bleached Elm,Price per SQM: £45.990 inc VAT; Locations: None
Spacia Boardwalk (1220mm x 185mm) Canopy Oak,RE81575AMT-9CA05,Amtico,26.9,26.9,38.325,Vinyl,LVT,Amtico Spacia Boardwalk (1220mm x 185mm)  Canopy Oak,Price per SQM: £45.990 inc VAT; Locations: None
Spacia Boardwalk (1220mm x 185mm) Carriage Oak,RE81575AMT-0A0B8,Amtico,26.9,26.9,38.325,Vinyl,LVT,Amtico Spacia Boardwalk (1220mm x 185mm)  Carriage Oak,Price per SQM: £45.990 inc VAT; Locations: None
Spacia Boardwalk (1220mm x 185mm) Coastal Pine,RE81575AMT-B6AAD,Amtico,26.9,26.9,38.325,Vinyl,LVT,Amtico Spacia Boardwalk (1220mm x 185mm)  Coastal Pine,Price per SQM: £45.990 inc VAT; Locations: None
Spacia Boardwalk (1220mm x 185mm) Credenza Oak,RE81575AMT-0F409,Amtico,26.9,26.9,38.325,Vinyl,LVT,Amtico Spacia Boardwalk (1220mm x 185mm)  Credenza Oak,Price per SQM: £45.990 inc VAT; Locations: None
Spacia Boardwalk (1220mm x 185mm) Drift Pine,RE81575AMT-BC996,Amtico,26.9,26.9,38.325,Vinyl,LVT,Amtico Spacia Boardwalk (1220mm x 185mm)  Drift Pine,Price per SQM: £45.990 inc VAT; Locations: None
Spacia Boardwalk (1220mm x 185mm) Dry Cedar,RE81575AMT-99A35,Amtico,26.9,26.9,38.325,Vinyl,LVT,Amtico Spacia Boardwalk (1220mm x 185mm)  Dry Cedar,Price per SQM: £45.990 inc VAT; Locations: None
Spacia Boardwalk (1220mm x 185mm) Dusky Walnut,RE81575AMT-BEC60,Amtico,26.9,26.9,38.325,Vinyl,LVT,Amtico Spacia Boardwalk (1220mm x 185mm)  Dusky Walnut,Price per SQM: £45.990 inc VAT; Locations: None
Spacia Boardwalk (1220mm x 185mm) Eden Oak,RE81575AMT-BF982,Amtico,26.9,26.9,38.325,Vinyl,LVT,Amtico Spacia Boardwalk (1220mm x 185mm)  Eden Oak,Price per SQM: £45.990 inc VAT; Locations: None
Spacia Boardwalk (1220mm x 185mm) Estuary Pine,RE81575AMT-65BA5,Amtico,26.9,26.9,38.325,Vinyl,LVT,Amtico Spacia Boardwalk (1220mm x 185mm)  Estuary Pine,Price per SQM: £45.990 inc VAT; Locations: None
Spacia Boardwalk (1220mm x 185mm) Exotic Walnut,RE81575AMT-8294B,Amtico,26.9,26.9,38.325,Vinyl,LVT,Amtico Spacia Boardwalk (1220mm x 185mm)  Exotic Walnut,Price per SQM: £45.990 inc VAT; Locations: None
Spacia Boardwalk (1220mm x 185mm) Featured Oak,RE81575AMT-BDA4F,Amtico,26.9,26.9,38.325,Vinyl,LVT,Amtico Spacia Boardwalk (1220mm x 185mm)  Featured Oak,Price per SQM: £45.990 inc VAT; Locations: None
Spacia Boardwalk (1220mm x 185mm) Forge Oak,RE81575AMT-7E444,Amtico,26.9,26.9,38.325,Vinyl,LVT,Amtico Spacia Boardwalk (1220mm x 185mm)  Forge Oak,Price per SQM: £45.990 inc VAT; Locations: None
Spacia Boardwalk (1220mm x 185mm) Granary Oak,RE81575AMT-8AE13,Amtico,26.9,26.9,38.325,Vinyl,LVT,Amtico Spacia Boardwalk (1220mm x 185mm)  Granary Oak,Price per SQM: £45.990 inc VAT; Locations: None
Spacia Boardwalk (1220mm x 185mm) Hampton Oak,RE81575AMT-F70D1,Amtico,26.9,26.9,38.325,Vinyl,LVT,Amtico Spacia Boardwalk (1220mm x 185mm)  Hampton Oak,Price per SQM: £45.990 inc VAT; Locations: None
Spacia Boardwalk (1220mm x 185mm) Haven Oak,RE81575AMT-0D5B3,Amtico,26.9,26.9,38.325,Vinyl,LVT,Amtico Spacia Boardwalk (1220mm x 185mm)  Haven Oak,Price per SQM: £45.990 inc VAT; Locations: None
Spacia Boardwalk (1220mm x 185mm) Honey Oak,RE81575AMT-08B2E,Amtico,26.9,26.9,38.325,Vinyl,LVT,Amtico Spacia Boardwalk (1220mm x 185mm)  Honey Oak,Price per SQM: £45.990 inc VAT; Locations: None
Spacia Boardwalk (1220mm x 185mm) Iced Oak,RE81575AMT-EB54C,Amtico,26.9,26.9,38.325,Vinyl,LVT,Amtico Spacia Boardwalk (1220mm x 185mm)  Iced Oak,Price per SQM: £45.990 inc VAT; Locations: None
Spacia Boardwalk (1220mm x 185mm) Limed Wood Natural,RE81575AMT-E29E0,Amtico,26.9,26.9,38.325,Vinyl,LVT,Amtico Spacia Boardwalk (1220mm x 185mm)  Limed Wood Natural,Price per SQM: £45.990 inc VAT; Locations: None
Spacia Boardwalk (1220mm x 185mm) Malthouse Oak,RE81575AMT-289C8,Amtico,26.9,26.9,38.325,Vinyl,LVT,Amtico Spacia Boardwalk (1220mm x 185mm)  Malthouse Oak,Price per SQM: £45.990 inc VAT; Locations: None
Spacia Boardwalk (1220mm x 185mm) Mulled Oak,RE81575AMT-EEEB7,Amtico,26.9,26.9,38.325,Vinyl,LVT,Amtico Spacia Boardwalk (1220mm x 185mm)  Mulled Oak,Price per SQM: £45.990 inc VAT; Locations: None
Spacia Boardwalk (1220mm x 185mm) Muted Oak,RE81575AMT-B95A4,Amtico,26.9,26.9,38.325,Vinyl,LVT,Amtico Spacia Boardwalk (1220mm x 185mm)  Muted Oak,Price per SQM: £45.990 inc VAT; Locations: None
Spacia Boardwalk (1220mm x 185mm) New England Oak,RE81575AMT-77887,Amtico,26.9,26.9,38.325,Vinyl,LVT,Amtico Spacia Boardwalk (1220mm x 185mm)  New England Oak,Price per SQM: £45.990 inc VAT; Locations: None
Spacia Boardwalk (1220mm x 185mm) Noble Oak,RE81575AMT-C51A8,Amtico,26.9,26.9,38.325,Vinyl,LVT,Amtico Spacia Boardwalk (1220mm x 185mm)  Noble Oak,Price per SQM: £45.990 inc VAT; Locations: None
Spacia Boardwalk (1220mm x 185mm) Nordic Oak,RE81575AMT-B4CDD,Amtico,26.9,26.9,38.325,Vinyl,LVT,Amtico Spacia Boardwalk (1220mm x 185mm)  Nordic Oak,Price per SQM: £45.990 inc VAT; Locations: None
Spacia Boardwalk (1220mm x 185mm) Pale Ash,RE81575AMT-5BA05,Amtico,26.9,26.9,38.325,Vinyl,LVT,Amtico Spacia Boardwalk (1220mm x 185mm)  Pale Ash,Price per SQM: £45.990 inc VAT; Locations: None
Spacia Boardwalk (1220mm x 185mm) Powdered Oak,RE81575AMT-8C1DB,Amtico,26.9,26.9,38.325,Vinyl,LVT,Amtico Spacia Boardwalk (1220mm x 185mm)  Powdered Oak,Price per SQM: £45.990 inc VAT; Locations: None
Spacia Boardwalk (1220mm x 185mm) Royal Oak,RE81575AMT-83463,Amtico,26.9,26.9,38.325,Vinyl,LVT,Amtico Spacia Boardwalk (1220mm x 185mm)  Royal Oak,Price per SQM: £45.990 inc VAT; Locations: None
Spacia Boardwalk (1220mm x 185mm) Rustic Barn Wood,RE81575AMT-42C89,Amtico,26.9,26.9,38.325,Vinyl,LVT,Amtico Spacia Boardwalk (1220mm x 185mm)  Rustic Barn Wood,Price per SQM: £45.990 inc VAT; Locations: None
Spacia Boardwalk (1220mm x 185mm) Sash Oak,RE81575AMT-90584,Amtico,26.9,26.9,38.325,Vinyl,LVT,Amtico Spacia Boardwalk (1220mm x 185mm)  Sash Oak,Price per SQM: £45.990 inc VAT; Locations: None
Spacia Boardwalk (1220mm x 185mm) Scorched Timber,RE81575AMT-AFA7D,Amtico,26.9,26.9,38.325,Vinyl,LVT,Amtico Spacia Boardwalk (1220mm x 185mm)  Scorched Timber,Price per SQM: £45.990 inc VAT; Locations: None
Spacia Boardwalk (1220mm x 185mm) Sherwood Oak,RE81575AMT-B83BA,Amtico,26.9,26.9,38.325,Vinyl,LVT,Amtico Spacia Boardwalk (1220mm x 185mm)  Sherwood Oak,Price per SQM: £45.990 inc VAT; Locations: None
Spacia Boardwalk (1220mm x 185mm) Smoked Timber,RE81575AMT-E5DDA,Amtico,26.9,26.9,38.325,Vinyl,LVT,Amtico Spacia Boardwalk (1220mm x 185mm)  Smoked Timber,Price per SQM: £45.990 inc VAT; Locations: None
Spacia Boardwalk (1220mm x 185mm) Smoothbark Hickory,RE81575AMT-7BD7B,Amtico,26.9,26.9,38.325,Vinyl,LVT,Amtico Spacia Boardwalk (1220mm x 185mm)  Smoothbark Hickory,Price per SQM: £45.990 inc VAT; Locations: None
Spacia Boardwalk (1220mm x 185mm) Sun Bleached Oak,RE81575AMT-971ED,Amtico,26.9,26.9,38.325,Vinyl,LVT,Amtico Spacia Boardwalk (1220mm x 185mm)  Sun Bleached Oak,Price per SQM: £45.990 inc VAT; Locations: None
Spacia Boardwalk (1220mm x 185mm) Traditional Oak,RE81575AMT-4A1AF,Amtico,26.9,26.9,38.325,Vinyl,LVT,Amtico Spacia Boardwalk (1220mm x 185mm)  Traditional Oak,Price per SQM: £45.990 inc VAT; Locations: None
Spacia Boardwalk (1220mm x 185mm) Urban Salvaged Timber,RE81575AMT-4EB45,Amtico,26.9,26.9,38.325,Vinyl,LVT,Amtico Spacia Boardwalk (1220mm x 185mm)  Urban Salvaged Timber,Price per SQM: £45.990 inc VAT; Locations: None
Spacia Boardwalk (1220mm x 185mm) Warm Maple,RE81575AMT-E3643,Amtico,26.9,26.9,38.325,Vinyl,LVT,Amtico Spacia Boardwalk (1220mm x 185mm)  Warm Maple,Price per SQM: £45.990 inc VAT; Locations: None
Spacia Boardwalk (1220mm x 185mm) Washed Salvaged Timber,RE81575AMT-0C4FC,Amtico,26.9,26.9,38.325,Vinyl,LVT,Amtico Spacia Boardwalk (1220mm x 185mm)  Washed Salvaged Timber,Price per SQM: £45.990 inc VAT; Locations: None
Spacia Boardwalk (1220mm x 185mm) Weathered Oak,RE81575AMT-CFF11,Amtico,26.9,26.9,38.325,Vinyl,LVT,Amtico Spacia Boardwalk (1220mm x 185mm)  Weathered Oak,Price per SQM: £45.990 inc VAT; Locations: None
Spacia Boardwalk (1220mm x 185mm) White Ash,RE81575AMT-EA0E8,Amtico,26.9,26.9,38.325,Vinyl,LVT,Amtico Spacia Boardwalk (1220mm x 185mm)  White Ash,Price per SQM: £45.990 inc VAT; Locations: None
Spacia Boardwalk (1220mm x 185mm) White Maple,RE81575AMT-17E78,Amtico,26.9,26.9,38.325,Vinyl,LVT,Amtico Spacia Boardwalk (1220mm x 185mm)  White Maple,Price per SQM: £45.990 inc VAT; Locations: None
Spacia Boardwalk (1220mm x 185mm) White Oak,RE81575AMT-A7DC4,Amtico,26.9,26.9,38.325,Vinyl,LVT,Amtico Spacia Boardwalk (1220mm x 185mm)  White Oak,Price per SQM: £45.990 inc VAT; Locations: None
Spacia Boardwalk (1220mm x 185mm) Worn Ash,RE81575AMT-87FD5,Amtico,26.9,26.9,38.325,Vinyl,LVT,Amtico Spacia Boardwalk (1220mm x 185mm)  Worn Ash,Price per SQM: £45.990 inc VAT; Locations: None
Spacia Boardwalk (1220mm x 185mm) Mirus Cotton,RE81575AMT-10242,Amtico,26.9,26.9,38.325,Vinyl,LVT,Amtico Spacia Boardwalk (1220mm x 185mm)  Mirus Cotton,Price per SQM: £45.990 inc VAT; Locations: None
Spacia Boardwalk (1220mm x 185mm) Mirus Feather,RE81575AMT-A1F47,Amtico,26.9,26.9,38.325,Vinyl,LVT,Amtico Spacia Boardwalk (1220mm x 185mm)  Mirus Feather,Price per SQM: £45.990 inc VAT; Locations: None
Spacia Boardwalk (1220mm x 185mm) Mirus Hemp,RE81575AMT-DA83E,Amtico,26.9,26.9,38.325,Vinyl,LVT,Amtico Spacia Boardwalk (1220mm x 185mm)  Mirus Hemp,Price per SQM: £45.990 inc VAT; Locations: None
Spacia Boardwalk (915mm x 102mm) Black Walnut,RE75503AMT-0753F,Amtico,26.9,26.9,38.325,Vinyl,LVT,Amtico Spacia Boardwalk (915mm x 102mm) Black Walnut,Price per SQM: £45.990 inc VAT; Locations: None
Spacia Boardwalk (915mm x 102mm) Blackened Spa Wood,RE75503AMT-5E78C,Amtico,26.9,26.9,38.325,Vinyl,LVT,Amtico Spacia Boardwalk (915mm x 102mm)  Blackened Spa Wood,Price per SQM: £45.990 inc VAT; Locations: None
Spacia Boardwalk (915mm x 102mm) Bleached Elm,RE75503AMT-FC9F2,Amtico,26.9,26.9,38.325,Vinyl,LVT,Amtico Spacia Boardwalk (915mm x 102mm)  Bleached Elm,Price per SQM: £45.990 inc VAT; Locations: None
Spacia Boardwalk (915mm x 102mm) Canopy Oak,RE75503AMT-9CA05,Amtico,26.9,26.9,38.325,Vinyl,LVT,Amtico Spacia Boardwalk (915mm x 102mm)  Canopy Oak,Price per SQM: £45.990 inc VAT; Locations: None
Spacia Boardwalk (915mm x 102mm) Coastal Pine,RE75503AMT-B6AAD,Amtico,26.9,26.9,38.325,Vinyl,LVT,Amtico Spacia Boardwalk (915mm x 102mm)  Coastal Pine,Price per SQM: £45.990 inc VAT; Locations: None
Spacia Boardwalk (915mm x 102mm) Credenza Oak,RE75503AMT-0F409,Amtico,26.9,26.9,38.325,Vinyl,LVT,Amtico Spacia Boardwalk (915mm x 102mm)  Credenza Oak,Price per SQM: £45.990 inc VAT; Locations: None
Spacia Boardwalk (915mm x 102mm) Drift Pine,RE75503AMT-BC996,Amtico,26.9,26.9,38.325,Vinyl,LVT,Amtico Spacia Boardwalk (915mm x 102mm)  Drift Pine,Price per SQM: £45.990 inc VAT; Locations: None
Spacia Boardwalk (915mm x 102mm) Dry Cedar,RE75503AMT-99A35,Amtico,26.9,26.9,38.325,Vinyl,LVT,Amtico Spacia Boardwalk (915mm x 102mm)  Dry Cedar,Price per SQM: £45.990 inc VAT; Locations: None
Spacia Boardwalk (915mm x 102mm) Dusky Walnut,RE75503AMT-BEC60,Amtico,26.9,26.9,38.325,Vinyl,LVT,Amtico Spacia Boardwalk (915mm x 102mm)  Dusky Walnut,Price per SQM: £45.990 inc VAT; Locations: None
Spacia Boardwalk (915mm x 102mm) Eden Oak,RE75503AMT-BF982,Amtico,26.9,26.9,38.325,Vinyl,LVT,Amtico Spacia Boardwalk (915mm x 102mm)  Eden Oak,Price per SQM: £45.990 inc VAT; Locations: None
Spacia Boardwalk (915mm x 102mm) Estuary Pine,RE75503AMT-65BA5,Amtico,26.9,26.9,38.325,Vinyl,LVT,Amtico Spacia Boardwalk (915mm x 102mm)  Estuary Pine,Price per SQM: £45.990 inc VAT; Locations: None
Spacia Boardwalk (915mm x 102mm) Exotic Walnut,RE75503AMT-8294B,Amtico,26.9,26.9,38.325,Vinyl,LVT,Amtico Spacia Boardwalk (915mm x 102mm)  Exotic Walnut,Price per SQM: £45.990 inc VAT; Locations: None
Spacia Boardwalk (915mm x 102mm) Featured Oak,RE75503AMT-BDA4F,Amtico,26.9,26.9,38.325,Vinyl,LVT,Amtico Spacia Boardwalk (915mm x 102mm)  Featured Oak,Price per SQM: £45.990 inc VAT; Locations: None
Spacia Boardwalk (915mm x 102mm) Hampton Oak,RE75503AMT-F70D1,Amtico,26.9,26.9,38.325,Vinyl,LVT,Amtico Spacia Boardwalk (915mm x 102mm)  Hampton Oak,Price per SQM: £45.990 inc VAT; Locations: None
Spacia Boardwalk (915mm x 102mm) Haven Oak,RE75503AMT-0D5B3,Amtico,26.9,26.9,38.325,Vinyl,LVT,Amtico Spacia Boardwalk (915mm x 102mm)  Haven Oak,Price per SQM: £45.990 inc VAT; Locations: None
Spacia Boardwalk (915mm x 102mm) Honey Oak,RE75503AMT-08B2E,Amtico,26.9,26.9,38.325,Vinyl,LVT,Amtico Spacia Boardwalk (915mm x 102mm)  Honey Oak,Price per SQM: £45.990 inc VAT; Locations: None
Spacia Boardwalk (915mm x 102mm) Limed Wood Natural,RE75503AMT-E29E0,Amtico,26.9,26.9,38.325,Vinyl,LVT,Amtico Spacia Boardwalk (915mm x 102mm)  Limed Wood Natural,Price per SQM: £45.990 inc VAT; Locations: None
Spacia Boardwalk (915mm x 102mm) New England Oak,RE75503AMT-77887,Amtico,26.9,26.9,38.325,Vinyl,LVT,Amtico Spacia Boardwalk (915mm x 102mm)  New England Oak,Price per SQM: £45.990 inc VAT; Locations: None
Spacia Boardwalk (915mm x 102mm) Noble Oak,RE75503AMT-C51A8,Amtico,26.9,26.9,38.325,Vinyl,LVT,Amtico Spacia Boardwalk (915mm x 102mm)  Noble Oak,Price per SQM: £45.990 inc VAT; Locations: None
Spacia Boardwalk (915mm x 102mm) Nordic Oak,RE75503AMT-B4CDD,Amtico,26.9,26.9,38.325,Vinyl,LVT,Amtico Spacia Boardwalk (915mm x 102mm)  Nordic Oak,Price per SQM: £45.990 inc VAT; Locations: None
